maskpath,nameLabel,filepath
Images/masques_Unet\lymphocyte/LY_955140_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_955140.jpg
Images/masques_Unet\lymphocyte/LY_321533_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_321533.jpg
Images/masques_Unet\lymphocyte/LY_929629_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_929629.jpg
Images/masques_Unet\lymphocyte/LY_86378_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_86378.jpg
Images/masques_Unet\lymphocyte/LY_11415_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_11415.jpg
Images/masques_Unet\lymphocyte/LY_57780_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_57780.jpg
Images/masques_Unet\lymphocyte/LY_788039_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_788039.jpg
Images/masques_Unet\lymphocyte/LY_706761_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_706761.jpg
Images/masques_Unet\lymphocyte/LY_231768_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_231768.jpg
Images/masques_Unet\lymphocyte/LY_154313_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_154313.jpg
Images/masques_Unet\lymphocyte/LY_393334_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_393334.jpg
Images/masques_Unet\lymphocyte/LY_48852_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_48852.jpg
Images/masques_Unet\lymphocyte/LY_113005_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_113005.jpg
Images/masques_Unet\lymphocyte/LY_85450_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_85450.jpg
Images/masques_Unet\lymphocyte/LY_550491_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_550491.jpg
Images/masques_Unet\lymphocyte/LY_16157_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_16157.jpg
Images/masques_Unet\lymphocyte/LY_299709_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_299709.jpg
Images/masques_Unet\lymphocyte/LY_848571_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_848571.jpg
Images/masques_Unet\lymphocyte/LY_23375_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_23375.jpg
Images/masques_Unet\lymphocyte/LY_925035_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_925035.jpg
Images/masques_Unet\lymphocyte/LY_139845_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_139845.jpg
Images/masques_Unet\lymphocyte/LY_169905_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_169905.jpg
Images/masques_Unet\lymphocyte/LY_260801_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_260801.jpg
Images/masques_Unet\lymphocyte/LY_577773_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_577773.jpg
Images/masques_Unet\lymphocyte/LY_433828_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_433828.jpg
Images/masques_Unet\lymphocyte/LY_565758_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_565758.jpg
Images/masques_Unet\lymphocyte/LY_4334_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_4334.jpg
Images/masques_Unet\lymphocyte/LY_893656_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_893656.jpg
Images/masques_Unet\lymphocyte/LY_558615_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_558615.jpg
Images/masques_Unet\lymphocyte/LY_90345_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_90345.jpg
Images/masques_Unet\lymphocyte/LY_442263_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_442263.jpg
Images/masques_Unet\lymphocyte/LY_452236_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_452236.jpg
Images/masques_Unet\lymphocyte/LY_636354_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_636354.jpg
Images/masques_Unet\lymphocyte/LY_376059_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_376059.jpg
Images/masques_Unet\lymphocyte/LY_95557_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_95557.jpg
Images/masques_Unet\lymphocyte/LY_268736_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_268736.jpg
Images/masques_Unet\lymphocyte/LY_764506_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_764506.jpg
Images/masques_Unet\lymphocyte/LY_116029_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_116029.jpg
Images/masques_Unet\lymphocyte/LY_397086_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_397086.jpg
Images/masques_Unet\lymphocyte/LY_6217_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_6217.jpg
Images/masques_Unet\lymphocyte/LY_206555_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_206555.jpg
Images/masques_Unet\lymphocyte/LY_962298_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_962298.jpg
Images/masques_Unet\lymphocyte/LY_755515_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_755515.jpg
Images/masques_Unet\lymphocyte/LY_185165_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_185165.jpg
Images/masques_Unet\lymphocyte/LY_253379_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_253379.jpg
Images/masques_Unet\lymphocyte/LY_696243_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_696243.jpg
Images/masques_Unet\lymphocyte/LY_193211_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_193211.jpg
Images/masques_Unet\lymphocyte/LY_418697_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_418697.jpg
Images/masques_Unet\lymphocyte/LY_589830_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_589830.jpg
Images/masques_Unet\lymphocyte/LY_780549_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_780549.jpg
Images/masques_Unet\lymphocyte/LY_793947_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_793947.jpg
Images/masques_Unet\lymphocyte/LY_563513_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_563513.jpg
Images/masques_Unet\lymphocyte/LY_721153_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_721153.jpg
Images/masques_Unet\lymphocyte/LY_767226_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_767226.jpg
Images/masques_Unet\lymphocyte/LY_33094_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_33094.jpg
Images/masques_Unet\lymphocyte/LY_881717_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_881717.jpg
Images/masques_Unet\lymphocyte/LY_833720_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_833720.jpg
Images/masques_Unet\lymphocyte/LY_792776_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_792776.jpg
Images/masques_Unet\lymphocyte/LY_3530_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_3530.jpg
Images/masques_Unet\lymphocyte/LY_524303_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_524303.jpg
Images/masques_Unet\lymphocyte/LY_599428_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_599428.jpg
Images/masques_Unet\lymphocyte/LY_93903_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_93903.jpg
Images/masques_Unet\lymphocyte/LY_930690_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_930690.jpg
Images/masques_Unet\lymphocyte/LY_676405_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_676405.jpg
Images/masques_Unet\lymphocyte/LY_4757_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_4757.jpg
Images/masques_Unet\lymphocyte/LY_164687_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_164687.jpg
Images/masques_Unet\lymphocyte/LY_823713_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_823713.jpg
Images/masques_Unet\lymphocyte/LY_530259_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_530259.jpg
Images/masques_Unet\lymphocyte/LY_662988_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_662988.jpg
Images/masques_Unet\lymphocyte/LY_687027_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_687027.jpg
Images/masques_Unet\lymphocyte/LY_495207_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_495207.jpg
Images/masques_Unet\lymphocyte/LY_832073_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_832073.jpg
Images/masques_Unet\lymphocyte/LY_81076_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_81076.jpg
Images/masques_Unet\lymphocyte/LY_415354_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_415354.jpg
Images/masques_Unet\lymphocyte/LY_891701_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_891701.jpg
Images/masques_Unet\lymphocyte/LY_733471_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_733471.jpg
Images/masques_Unet\lymphocyte/LY_326859_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_326859.jpg
Images/masques_Unet\lymphocyte/LY_463029_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_463029.jpg
Images/masques_Unet\lymphocyte/LY_933111_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_933111.jpg
Images/masques_Unet\lymphocyte/LY_851511_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_851511.jpg
Images/masques_Unet\lymphocyte/LY_597880_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_597880.jpg
Images/masques_Unet\lymphocyte/LY_355473_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_355473.jpg
Images/masques_Unet\lymphocyte/LY_952423_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_952423.jpg
Images/masques_Unet\lymphocyte/LY_724965_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_724965.jpg
Images/masques_Unet\lymphocyte/LY_482905_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_482905.jpg
Images/masques_Unet\lymphocyte/LY_877960_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_877960.jpg
Images/masques_Unet\lymphocyte/LY_13675_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_13675.jpg
Images/masques_Unet\lymphocyte/LY_924952_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_924952.jpg
Images/masques_Unet\lymphocyte/LY_534632_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_534632.jpg
Images/masques_Unet\lymphocyte/LY_249223_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_249223.jpg
Images/masques_Unet\lymphocyte/LY_919876_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_919876.jpg
Images/masques_Unet\lymphocyte/LY_779080_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_779080.jpg
Images/masques_Unet\lymphocyte/LY_478980_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_478980.jpg
Images/masques_Unet\lymphocyte/LY_421662_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_421662.jpg
Images/masques_Unet\lymphocyte/LY_623093_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_623093.jpg
Images/masques_Unet\lymphocyte/LY_29912_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_29912.jpg
Images/masques_Unet\lymphocyte/LY_691863_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_691863.jpg
Images/masques_Unet\lymphocyte/LY_196284_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_196284.jpg
Images/masques_Unet\lymphocyte/LY_516086_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_516086.jpg
Images/masques_Unet\lymphocyte/LY_289852_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_289852.jpg
Images/masques_Unet\lymphocyte/LY_649255_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_649255.jpg
Images/masques_Unet\lymphocyte/LY_228644_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_228644.jpg
Images/masques_Unet\lymphocyte/LY_468617_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_468617.jpg
Images/masques_Unet\lymphocyte/LY_873168_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_873168.jpg
Images/masques_Unet\lymphocyte/LY_783503_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_783503.jpg
Images/masques_Unet\lymphocyte/LY_34670_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_34670.jpg
Images/masques_Unet\lymphocyte/LY_737978_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_737978.jpg
Images/masques_Unet\lymphocyte/LY_785608_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_785608.jpg
Images/masques_Unet\lymphocyte/LY_642131_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_642131.jpg
Images/masques_Unet\lymphocyte/LY_325503_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_325503.jpg
Images/masques_Unet\lymphocyte/LY_200436_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_200436.jpg
Images/masques_Unet\lymphocyte/LY_753964_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_753964.jpg
Images/masques_Unet\lymphocyte/LY_875657_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_875657.jpg
Images/masques_Unet\lymphocyte/LY_411816_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_411816.jpg
Images/masques_Unet\lymphocyte/LY_915839_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_915839.jpg
Images/masques_Unet\lymphocyte/LY_580251_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_580251.jpg
Images/masques_Unet\lymphocyte/LY_35661_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_35661.jpg
Images/masques_Unet\lymphocyte/LY_345440_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_345440.jpg
Images/masques_Unet\lymphocyte/LY_351038_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_351038.jpg
Images/masques_Unet\lymphocyte/LY_471743_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_471743.jpg
Images/masques_Unet\lymphocyte/LY_121452_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_121452.jpg
Images/masques_Unet\lymphocyte/LY_386792_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_386792.jpg
Images/masques_Unet\lymphocyte/LY_936131_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_936131.jpg
Images/masques_Unet\lymphocyte/LY_728263_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_728263.jpg
Images/masques_Unet\lymphocyte/LY_609401_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_609401.jpg
Images/masques_Unet\lymphocyte/LY_47940_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_47940.jpg
Images/masques_Unet\lymphocyte/LY_832225_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_832225.jpg
Images/masques_Unet\lymphocyte/LY_64544_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_64544.jpg
Images/masques_Unet\lymphocyte/LY_706092_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_706092.jpg
Images/masques_Unet\lymphocyte/LY_776183_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_776183.jpg
Images/masques_Unet\lymphocyte/LY_870923_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_870923.jpg
Images/masques_Unet\lymphocyte/LY_790293_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_790293.jpg
Images/masques_Unet\lymphocyte/LY_705501_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_705501.jpg
Images/masques_Unet\lymphocyte/LY_680999_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_680999.jpg
Images/masques_Unet\lymphocyte/LY_494497_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_494497.jpg
Images/masques_Unet\lymphocyte/LY_904936_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_904936.jpg
Images/masques_Unet\lymphocyte/LY_295331_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_295331.jpg
Images/masques_Unet\lymphocyte/LY_869516_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_869516.jpg
Images/masques_Unet\lymphocyte/LY_541663_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_541663.jpg
Images/masques_Unet\lymphocyte/LY_412051_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_412051.jpg
Images/masques_Unet\lymphocyte/LY_47439_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_47439.jpg
Images/masques_Unet\lymphocyte/LY_399314_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_399314.jpg
Images/masques_Unet\lymphocyte/LY_637341_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_637341.jpg
Images/masques_Unet\lymphocyte/LY_853764_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_853764.jpg
Images/masques_Unet\lymphocyte/LY_187288_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_187288.jpg
Images/masques_Unet\lymphocyte/LY_879256_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_879256.jpg
Images/masques_Unet\lymphocyte/LY_220151_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_220151.jpg
Images/masques_Unet\lymphocyte/LY_234523_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_234523.jpg
Images/masques_Unet\lymphocyte/LY_43870_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_43870.jpg
Images/masques_Unet\lymphocyte/LY_841070_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_841070.jpg
Images/masques_Unet\lymphocyte/LY_69243_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_69243.jpg
Images/masques_Unet\lymphocyte/LY_553290_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_553290.jpg
Images/masques_Unet\lymphocyte/LY_381928_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_381928.jpg
Images/masques_Unet\lymphocyte/LY_776538_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_776538.jpg
Images/masques_Unet\lymphocyte/LY_305556_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_305556.jpg
Images/masques_Unet\lymphocyte/LY_156281_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_156281.jpg
Images/masques_Unet\lymphocyte/LY_904542_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_904542.jpg
Images/masques_Unet\lymphocyte/LY_607451_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_607451.jpg
Images/masques_Unet\lymphocyte/LY_677709_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_677709.jpg
Images/masques_Unet\lymphocyte/LY_149732_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_149732.jpg
Images/masques_Unet\lymphocyte/LY_400974_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_400974.jpg
Images/masques_Unet\lymphocyte/LY_640533_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_640533.jpg
Images/masques_Unet\lymphocyte/LY_592408_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_592408.jpg
Images/masques_Unet\lymphocyte/LY_528060_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_528060.jpg
Images/masques_Unet\lymphocyte/LY_518572_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_518572.jpg
Images/masques_Unet\lymphocyte/LY_102859_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_102859.jpg
Images/masques_Unet\lymphocyte/LY_240150_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_240150.jpg
Images/masques_Unet\lymphocyte/LY_272907_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_272907.jpg
Images/masques_Unet\lymphocyte/LY_331610_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_331610.jpg
Images/masques_Unet\lymphocyte/LY_638242_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_638242.jpg
Images/masques_Unet\lymphocyte/LY_752828_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_752828.jpg
Images/masques_Unet\lymphocyte/LY_571226_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_571226.jpg
Images/masques_Unet\lymphocyte/LY_404119_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_404119.jpg
Images/masques_Unet\lymphocyte/LY_7449_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_7449.jpg
Images/masques_Unet\lymphocyte/LY_731457_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_731457.jpg
Images/masques_Unet\lymphocyte/LY_234854_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_234854.jpg
Images/masques_Unet\lymphocyte/LY_727511_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_727511.jpg
Images/masques_Unet\lymphocyte/LY_581436_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_581436.jpg
Images/masques_Unet\lymphocyte/LY_678409_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_678409.jpg
Images/masques_Unet\lymphocyte/LY_389583_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_389583.jpg
Images/masques_Unet\lymphocyte/LY_930111_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_930111.jpg
Images/masques_Unet\lymphocyte/LY_875873_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_875873.jpg
Images/masques_Unet\lymphocyte/LY_327678_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_327678.jpg
Images/masques_Unet\lymphocyte/LY_998918_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_998918.jpg
Images/masques_Unet\lymphocyte/LY_894569_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_894569.jpg
Images/masques_Unet\lymphocyte/LY_573984_mask.png,LY,Images/PBC_dataset_normal_DIB\lymphocyte/LY_573984.jpg
